TYPE,PFF_ID,STATENAM,COUNTY,CITY,FACILITY,OWNERSHI,USE,OWNER,SIZE_,REPORT
HELIPORT,P72,PENNSYLVANIA,PHILADELPHIA,City of Philadelphia,Penn's Landing,PU,PU,Philadelphia Port Corporation,,<a href=http://www.dvrpc.org/asp/airport/displayAirport.htm?id=P72 target=_blank>Facility Details</a>
