region_id,rel_region_id,mode,dir,ton,val
34007,73,all,out,120.7947476,178708.3019
34007,75,all,out,4592.390179,29397107.47
34007,76,all,out,75.42597891,279832.0791
34007,77,all,out,81.499826,113263.779
34007,78,all,out,2115.421109,23223670.11
34007,79,all,out,6234.311768,7271749.656
34007,80,all,out,162.4821853,2137384.115
34007,81,all,out,2555.607156,7875857.544
34007,82,all,out,1094.705026,1225527.337
34007,83,all,out,400.3061222,448144.568
34007,84,all,out,1462.780346,1712666.668
34007,85,all,out,1132.515488,1267338.658
34007,86,all,out,13.45274415,31199.26969
34007,87,all,out,210.0294503,1646535.656
34007,88,all,out,888.1285089,10613452.64
34007,89,all,out,3.4950342,2304.1499
34007,9,all,out,307.850769,413176.4909
34007,90,all,out,85.03117487,929357.3441
34007,91,all,out,78.74264726,407101.9834
34007,92,all,out,694.2558666,945462.0241
34007,93,all,out,23.70515583,118966.0523
34007,94,all,out,1306.991922,11401945.4
34007,95,all,out,24.80303269,61169.4626
34007,96,all,out,344.9233764,2288359.564
34007,97,all,out,3556.429995,8931455.167
34007,98,all,out,896.2258676,13736923.07
34007,99,all,out,166.7381358,1589241.061
34015,1,all,out,55.981682,62671.754
34015,10,all,out,735.5254301,3201218.279
34015,100,all,out,69.0250825,77273.903
34015,101,all,out,715.0766606,797837.9927
34015,102,all,out,14.77538322,16541.10891
34015,103,all,out,16.34531945,18298.66282
34015,104,all,out,328.6957538,847111.161
34015,105,all,out,864.7339064,1093528.675
34015,106,all,out,28491.2318,35675159.98
34015,107,all,out,35.24048297,167681.8419
34015,108,all,out,6489.725495,7935756.765
34015,109,all,out,1615.039214,1807650.049
34015,11,all,out,21306.22077,30856791.56
34015,110,all,out,6.462358304,66287.07003
34015,111,all,out,29.95455708,46238.21655
34015,112,all,out,63.09545018,382890.4023
34015,113,all,out,16.08080491,142279.4093
34015,114,all,out,0,0
34015,115,all,out,11364.9458,14775867.87
34015,116,all,out,457.3714512,1152698.035
34015,117,all,out,43848.42459,52182602.99
34015,118,all,out,23649136.67,21152279465
34015,119,all,out,5267.122768,6346795.958
34015,12,all,out,216.5320404,870658.7117
34015,120,all,out,3588.708024,4351435.353
34015,121,all,out,8826.58179,9387340.796
34015,122,all,out,3777.991218,4229478.729
34015,123,all,out,18.06295145,65018.77309
34015,124,all,out,6.066329,9927.943
34015,125,all,out,29.08197166,171249.0097
34015,126,all,out,124.6975973,139599.5377
34015,127,all,out,1170867.981,902379916.5
34015,128,all,out,549.0872224,718394.1151
34015,129,all,out,23344.32124,42126983.69
34015,13,all,out,165.3233695,475010.9508
34015,130,all,out,36476.76191,43676332.71
34015,131,all,out,358.6264477,809260.9599
34015,133,all,out,39406.92652,95196315.43
34015,134,all,out,314.5609686,353063.6759
34015,135,all,out,9.80934902,19531.44613
34015,136,all,out,31.46222999,72640.7623
34015,137,all,out,487949.3237,470251703.3
34015,138,all,out,189077.3227,199920398.5
34015,139,all,out,19112.67288,30167541.89
34015,14,all,out,420.5985306,1784530.44
34015,140,all,out,125.3552474,181671.2681
34015,142,all,out,482.4144527,988238.6566
34015,143,all,out,1.0313751,2958.7493
34015,144,all,out,188.425241,556848.631
34015,145,all,out,546.3505391,1213511.382
34015,146,all,out,3980.181199,6033404.295
34015,147,all,out,249.1491918,280306.1684
34015,148,all,out,2468.412001,2970421.662
34015,149,all,out,3218.1966,3977250.365
34015,15,all,out,498.2729755,1100277.695
34015,150,all,out,266.17229,297981.14
34015,151,all,out,115359.2636,122877561.2
34015,152,all,out,285.9602564,1285479.35
34015,153,all,out,19.85003138,120687.9603
34015,154,all,out,122.39977,137027.1051
34015,155,all,out,220.05975,246357.92
34015,156,all,out,3128.933124,4401174.593
34015,157,all,out,78.93098386,255535.4357
34015,158,all,out,610.2837378,683215.4506
34015,159,all,out,720.5421784,806650.3032
34015,16,all,out,28957.53318,27589393.52
34015,160,all,out,19554.79297,32936291.5
34015,161,all,out,19639.73643,28995389.74
34015,162,all,out,375543.6239,367133677.8
34015,163,all,out,2.29153663,2565.38592
34015,164,all,out,3939.071758,5274350.783
34015,165,all,out,28.39757712,47317.011
34015,166,all,out,2293.151758,5418555.422
34015,167,all,out,50.72828,56790.545
34015,168,all,out,110.2581472,123434.5137
34015,169,all,out,63.05769597,118972.841
34015,17,all,out,4.14651392,7454.66117
34015,170,all,out,652.4258892,754985.1372
34015,171,all,out,42.1207259,47154.3474
34015,172,all,out,0.24514451,274.44041
34015,173,all,out,650666.4591,513311048
34015,174,all,out,8620436.023,7580614078
34015,175,all,out,13.5880448,15211.87885
34015,176,all,out,759.5767149,850349.6067
34015,177,all,out,1.098349905,1619.511996
34015,178,all,out,3.7041034,48840.5193
34015,179,all,out,220.3365476,250111.4737
34015,18,all,out,610.8626523,781056.4671
34015,19,all,out,184.3724072,281769.1857
34015,2,all,out,4.24986829,34772.0645
34015,20,all,out,22.7832658,52206.2943
34015,21,all,out,29.86939979,52920.01925
34015,22,all,out,396047.2968,507555073.6
34015,23,all,out,50602.34734,66523201.87
34015,24,all,out,1234.051288,5550050.948
34015,25,all,out,144.0608755,161276.8192
34015,26,all,out,3551.801879,3976543.577
34015,27,all,out,1.9301865,2160.8528
34015,28,all,out,137.0795771,232191.092
34015,29,all,out,3890.926405,8233618.471
34015,3,all,out,1491.463617,1669700.386
34015,30,all,out,22932.65713,43437662.76
34015,31,all,out,11783.50783,45325723.18
34015,32,all,out,97772.33034,135593212.4
34015,33,all,out,3471.133056,11729230.76
34015,34,all,out,552.1625259,2210912.468
34015,34005,all,out,829151.467,722306659
34015,34007,all,out,947941.6609,816454027.6
34015,34015,all,out,153230.1613,91512834.58
34015,34021,all,out,957060.2015,768456987.5
34015,35,all,out,41381.73013,73579932.49
34015,36,all,out,7.28888246,22607.34325
34015,37,all,out,612.810697,686044.426
34015,38,all,out,680.6720428,3870717.591
34015,39,all,out,1799.008346,2013998.223
34015,4,all,out,202334.2433,144363820.6
34015,40,all,out,4623.253612,14620690.17
34015,41,all,out,9798.065218,9851088.327
34015,42,all,out,1961.21309,4755268.44
34015,42017,all,out,932282.2385,825005056
34015,42029,all,out,1452608.72,1256236198
34015,42045,all,out,125758.7772,82690000.7
34015,42091,all,out,1461692.041,1117324033
34015,42101,all,out,1151383.753,996027200.6
34015,43,all,out,4049.830784,12535864.64
34015,44,all,out,2108.279678,6611304.366
34015,45,all,out,813.8823842,1160964.371
34015,46,all,out,124.3823945,139246.6702
34015,47,all,out,18849.55368,45656000.49
34015,48,all,out,0,0
34015,49,all,out,24984.90024,14096417.04
34015,5,all,out,138.6441314,214000.877
34015,50,all,out,20.24371583,22963.46728
34015,51,all,out,154.8093,343744.5321
34015,52,all,out,2880.657059,6690480.188
34015,53,all,out,64.72213793,133015.2194
34015,54,all,out,8044.057573,9711401.398
34015,55,all,out,214.2501215,239854.0124
34015,56,all,out,407.1019902,454694.0064
34015,57,all,out,86.0698173,96355.5587
34015,58,all,out,30.3453894,33971.8028
34015,59,all,out,16.46610417,109625.9188
34015,6,all,out,9.87383865,11053.80743
34015,60,all,out,448.1341271,2649476.725
34015,61,all,out,9.77034699,15733.48286
34015,62,all,out,147.173345,164761.244
34015,63,all,out,32.82445002,36967.5198
34015,64,all,out,273.0673103,1767455.397
34015,65,all,out,1387.1996,1594066.702
34015,66,all,out,9340.401116,40492215.7
34015,67,all,out,75361.26777,24487086.01
34015,68,all,out,1296.363484,6557326.859
34015,69,all,out,24820.03769,21541606.6
34015,7,all,out,140.79853,194969.2641
34015,70,all,out,3087686.332,2781658042
34015,71,all,out,48910.75132,47823218.88
34015,72,all,out,82725.64719,131867546.3
34015,73,all,out,93.68255454,123668.4624
34015,75,all,out,81229.74263,79822266.23
34015,76,all,out,62.01643901,193993.4339
34015,77,all,out,5.2546496,5882.6045
34015,78,all,out,19596.34062,33206197.4
34015,79,all,out,6482.722747,7063254.123
34015,80,all,out,148.7341003,369242.9181
34015,81,all,out,1491.645922,6882538.8
34015,82,all,out,239.688098,268331.9335
34015,83,all,out,37.09108319,41523.63776
34015,84,all,out,2266.749539,2537636.66
34015,85,all,out,298.41203,334073.66
34015,86,all,out,7.014262479,13820.78181
34015,87,all,out,133.3821055,451764.7804
34015,88,all,out,1559.31515,6499045.249
34015,89,all,out,29.3694268,32879.2093
34015,9,all,out,64.6107082,69409.8389
34015,90,all,out,27.92012297,121126.4282
34015,91,all,out,20941.64354,18008412
34015,92,all,out,380.212584,454923.4466
34015,93,all,out,10.17848097,27070.43934
34015,94,all,out,1598.982905,6344952.69
34015,95,all,out,116.1526271,130033.4002
34015,96,all,out,174.720026,457155.6257
34015,97,all,out,29435.78544,31659567.39
34015,98,all,out,20242.72974,30429347.68
34015,99,all,out,32.74892117,263567.9655
34021,1,all,out,106.3221985,97459.3155
34021,10,all,out,2468.955486,4910701.553
34021,100,all,out,220.8561058,321635.9361
34021,101,all,out,367.3232472,337173.1101
34021,102,all,out,28.93424261,25763.6508
34021,103,all,out,136.2371324,119087.4112
34021,104,all,out,562.7843898,2646297.841
34021,105,all,out,5172.767444,6434344.269
34021,106,all,out,10236.98413,39400055.95
34021,107,all,out,307.8595798,1431246.768
34021,108,all,out,533.1169706,1315866.844
34021,109,all,out,11610.27712,11322419.66
34021,11,all,out,11471.23438,15163008.76
34021,110,all,out,155.3438682,588013.2651
34021,111,all,out,92.15793953,334757.9352
34021,112,all,out,849.8309176,3885383.391
34021,113,all,out,61.76608476,770117.3796
34021,114,all,out,24.7627129,26258.1527
34021,115,all,out,2227.582029,8642432.21
34021,116,all,out,2935.648809,3588761.568
34021,117,all,out,2037.816879,13467809.01
34021,118,all,out,2720513.778,2183433717
34021,119,all,out,1801.855732,3123255.754
34021,12,all,out,304.0604505,1031029.565
34021,120,all,out,321.9471915,405171.0896
34021,121,all,out,7261.151184,7681580.881
34021,122,all,out,136.122936,152390.26
34021,123,all,out,450.8822125,835538.2176
34021,124,all,out,29.5354069,69569.14122
34021,125,all,out,297.567492,1606101.993
34021,126,all,out,468.2429563,755749.2987
34021,127,all,out,120777.409,110796764.3
34021,128,all,out,961.6013066,1797271.61
34021,129,all,out,81610.57885,153696925.8
34021,13,all,out,601.8404824,2213512.402
34021,130,all,out,8564.773593,46618600.15
34021,131,all,out,1340.091581,3965121.428
34021,132,all,out,58.5362482,129216.633
34021,133,all,out,44041.88328,223227760.1
34021,134,all,out,121.9010614,279332.2524
34021,135,all,out,141.8879978,60558.36908
34021,136,all,out,1417.203875,1634021.299
34021,137,all,out,24891.75367,65339603.53
34021,138,all,out,13764.10082,43386839.79
34021,139,all,out,20531.39569,51163266.35
34021,14,all,out,455.213422,1912200.907
34021,140,all,out,1364.393502,741746.2511
34021,141,all,out,26.92790351,57970.4678
34021,142,all,out,2232.174792,3097320.514
34021,143,all,out,35.25355454,131087.7128
34021,144,all,out,1185.467428,3473872.32
34021,145,all,out,2466.746591,2066417.201
34021,146,all,out,8444.727624,5619760.572
34021,147,all,out,39.76299229,122988.3769
34021,148,all,out,976.3341764,1578627.692
34021,149,all,out,867.3739038,1709089.636
34021,15,all,out,762.1548165,4958713.324
34021,151,all,out,7965.440108,7275148.532
34021,152,all,out,2221.018097,10199897.38
