stcc4,region,mode,ton,value,dir
3552,34021,Truck,172.3650371,1680991.238,in
3553,34021,Truck,174.0245134,2073254.169,in
3554,34021,Truck,277.4221857,3060110.3,in
3555,34021,Truck,346.2124621,3573913.012,in
3559,34021,Truck,3918.629289,38403987.13,in
3561,34021,Truck,1393.340397,18751245.39,in
3562,34021,Truck,855.7117064,10255779.31,in
3564,34021,Truck,1573.870619,18301359.81,in
3566,34021,Truck,1134.15856,8347223.582,in
3567,34021,Truck,211.2682058,2363930.891,in
3569,34021,Truck,1150.777091,11722800.98,in
3572,34021,Truck,44.6161159,1281019.567,in
3573,34021,Truck,1614.140706,82361477.78,in
3574,34021,Truck,5815.046213,24962374.82,in
3576,34021,Truck,166.3275572,1814798.096,in
3579,34021,Truck,112.6948904,1764367.399,in
3581,34021,Truck,139.2275063,1449625.651,in
3582,34021,Truck,336.5911131,2075503.964,in
3585,34021,Truck,6389.892093,65045574.98,in
3589,34021,Truck,1626.060596,19040936.05,in
3592,34021,Truck,279.0321997,2764603.684,in
3599,34021,Truck,3964.378538,24392168.92,in
3611,34021,Truck,60.95503155,16380769.46,in
3612,34021,Truck,615.0450284,10043072.77,in
3613,34021,Truck,396.8184037,8699049.94,in
3621,34021,Truck,3416.624964,32750672.59,in
3622,34021,Truck,530.9073344,11529918.89,in
3623,34021,Truck,593.4797194,4907626.416,in
3624,34021,Truck,614.290528,2069342.766,in
3629,34021,Truck,12874.37481,94973218.99,in
3631,34021,Truck,2552.598382,15713688.29,in
3632,34021,Truck,2512.262322,11570365.32,in
3633,34021,Truck,890.9832757,5509224.144,in
3634,34021,Truck,2528.349911,11774981.03,in
3635,34021,Truck,707.5297417,4754415.72,in
3636,34021,Truck,94.86653995,1215551.195,in
3639,34021,Truck,644.1120863,6753134.648,in
3641,34021,Truck,372.8958972,4569054.43,in
3642,34021,Truck,1903.211714,21550456.49,in
3643,34021,Truck,1798.883856,17192711.22,in
3644,34021,Truck,827.2764734,6036374.282,in
3651,34021,Truck,1706.665852,18796857.38,in
3652,34021,Truck,625.1058883,16711312.32,in
3661,34021,Truck,1039.63126,31656647.44,in
3662,34021,Truck,464.1184368,43258924.07,in
3671,34021,Truck,71.43344092,1170536.832,in
3674,34021,Truck,1810.339925,55297106.22,in
3679,34021,Truck,8874.670165,47973944.86,in
3691,34021,Truck,2925.338422,12886298.63,in
3692,34021,Truck,2375.915845,7015352.188,in
3693,34021,Truck,240.6482595,5134491.805,in
3694,34021,Truck,1882.513331,19299265.78,in
3699,34021,Truck,1444.241396,15602012.89,in
3711,34021,Truck,41251.35007,376413695.3,in
3713,34021,Truck,5902.39479,11557383.33,in
3714,34021,Truck,15384.29445,132807973.9,in
3715,34021,Truck,2407.394891,9140850.836,in
3722,34021,Truck,49.39418131,5877302.615,in
3723,34021,Truck,23.1638389,4658790.88,in
3729,34021,Truck,17.917662,3452486.04,in
3732,34021,Truck,1768.024563,31218762.99,in
3741,34021,Truck,4089.453134,3616658.464,in
3742,34021,Truck,7551.746952,7046622.256,in
3751,34021,Truck,2200.072176,13318746.52,in
3769,34021,Truck,88.0722949,22868021.29,in
3791,34021,Truck,12273.69623,35841999.13,in
3799,34021,Truck,3068.66635,17352614.5,in
3811,34021,Truck,126.2364386,10225772.85,in
3821,34021,Truck,192.5140688,12476235.48,in
3822,34021,Truck,29.1971692,1880683.343,in
3831,34021,Truck,175.4203452,7460408.029,in
3841,34021,Truck,7769.152319,46608350.2,in
3842,34021,Truck,3493.810905,40896589.57,in
3843,34021,Truck,708.2865988,15216949.59,in
3851,34021,Truck,205.802773,15879737.05,in
3861,34021,Truck,669.7941459,11895106.58,in
3871,34021,Truck,36.21872662,467232.7132,in
3911,34021,Truck,23.51167687,4016086.47,in
3914,34021,Truck,489.2745053,2474669.212,in
3931,34021,Truck,1530.569337,6584578.076,in
3941,34021,Truck,758.7026686,6050647.666,in
3942,34021,Truck,90.7195167,1136867.927,in
3943,34021,Truck,256.8435283,2056686.59,in
3949,34021,Truck,2586.877764,23841428.57,in
3951,34021,Truck,404.491567,3886989.41,in
3952,34021,Truck,408.5157444,1476695.972,in
3953,34021,Truck,466.355773,1944872.08,in
3963,34021,Truck,222.6822507,604042.0313,in
3964,34021,Truck,201.2020332,582572.973,in
3991,34021,Truck,936.4268264,4253454.486,in
3992,34021,Truck,11.6836323,59076.7752,in
3993,34021,Truck,6577.515742,24562977.9,in
3994,34021,Truck,118.9945109,1946516.784,in
3996,34021,Truck,453.612433,75905.59906,in
3999,34021,Truck,4007.142581,28091362.99,in
4011,34021,Rail,14232,0,in
4021,34021,Truck,27091.34655,7020151.911,in
4022,34021,Truck,98270.86913,21171699.74,in
4024,34021,Truck,78956.57715,16532691.13,in
4029,34021,Truck,89267.85656,20743332.07,in
4111,34021,Truck,4318.834553,13578202.15,in
4211,34021,Truck,4347.811404,17788198.02,in
4221,34021,Truck,0,0,in
4311,34021,Truck,36979.62365,96686350.2,in
5010,34021,Truck,1504984.276,1684836879,in
5022,34021,Truck,55899.43914,236436801.4,in
5032,34021,Truck,114.0802688,1159279.462,in
112,42017,Truck,354.0697162,668456.9638,in
113,42017,Truck,158023.6253,20753387.98,in
114,42017,Truck,10542.54778,2334483.046,in
115,42017,Truck,870.1399396,1647086.266,in
119,42017,Rail,400,269854.25,in
119,42017,Truck,254602.0619,138882969.9,in
121,42017,Rail,1600,1188775.6,in
121,42017,Truck,7585.947931,5771214.696,in
122,42017,Truck,20568.81843,23405916.83,in
123,42017,Truck,10583.49354,18325619.5,in
129,42017,Truck,4949.558446,11087924.77,in
131,42017,Rail,3320,4225467.4,in
131,42017,Truck,3965.921725,4616792.292,in
133,42017,Rail,1200,1426749.4,in
133,42017,Truck,8579.680221,10132227.78,in
134,42017,Truck,117.7593855,233438.3145,in
139,42017,Rail,7600,10340433,in
141,42017,Truck,3169.867495,5627855.989,in
152,42017,Truck,2172.814924,1625925.453,in
191,42017,Rail,1200,4085848.3,in
191,42017,Truck,304.347872,984941.6422,in
192,42017,Truck,307.2952182,490049.2155,in
842,42017,Truck,1041.54177,2104774.265,in
861,42017,Truck,457.1570058,427997.4006,in
912,42017,Truck,1118.927609,8029091.801,in
913,42017,Truck,218.1445778,617970.243,in
1011,42017,Truck,17.30944,1413.661939,in
1071,42017,Truck,10.2681442,1677.1986,in
1081,42017,Truck,6.937074,1447.83676,in
1111,42017,Rail,92928,5242568.4,in
1111,42017,Truck,12539.173,661441.38,in
1121,42017,Rail,125397,4582411.5,in
1411,42017,Truck,20053.74985,3686746.735,in
1421,42017,Truck,3275779.088,29449252.68,in
1441,42017,Truck,695264.6898,5353538.116,in
1451,42017,Truck,50992.63491,2613372.529,in
1471,42017,Truck,209958.1806,13647281.64,in
1491,42017,Truck,188222.8445,6807963.315,in
1911,42017,Truck,35.0405316,1518357.548,in
1929,42017,Truck,386.39742,4771910.6,in
1931,42017,Truck,114.981526,2701341.863,in
1951,42017,Truck,311.8746539,12715613.29,in
1961,42017,Truck,22.51666983,451642.9745,in
2011,42017,Truck,14358.41283,45911221.68,in
2012,42017,Truck,12516.74649,40415462.37,in
2013,42017,Truck,15791.79326,51102332.18,in
2014,42017,Truck,8915.492941,4132833.491,in
2015,42017,Truck,13885.45532,43837803.17,in
2016,42017,Truck,7270.989365,20244006.81,in
2017,42017,Truck,20816.77013,59773286.84,in
2021,42017,Truck,1477.505114,962083.9956,in
2023,42017,Rail,800,1343549.62,in
2023,42017,Truck,326.6450186,465368.3062,in
2024,42017,Truck,5334.773834,6766420.894,in
2025,42017,Rail,6800,19822380.5,in
2025,42017,Truck,395.5500384,1013818.901,in
2026,42017,Truck,36479.37393,32283522.22,in
2031,42017,Truck,3836.367861,2217262.797,in
2032,42017,Rail,4000,5226273,in
2032,42017,Truck,5685.977591,7445696.843,in
2033,42017,Rail,4000,3267347.5,in
2033,42017,Truck,49281.74655,39013483.78,in
2034,42017,Rail,2000,2314301.69,in
2034,42017,Truck,9844.744061,8580273.084,in
2035,42017,Rail,2400,2034006.96,in
2035,42017,Truck,1252.66944,1045098.605,in
2036,42017,Truck,8332.174886,17580567.44,in
2037,42017,Truck,16122.62203,15898722.05,in
2038,42017,Rail,6880,13485912.8,in
2038,42017,Truck,16925.25629,32437733.13,in
2039,42017,Rail,400,697413.31,in
2039,42017,Truck,10280.59426,17964557.71,in
2041,42017,Truck,46018.59137,17754907.52,in
2042,42017,Truck,64802.91692,11757827.71,in
2043,42017,Rail,13200,20490688.8,in
2043,42017,Truck,5309.887559,7298776.347,in
2044,42017,Rail,2000,1026754.3,in
2044,42017,Truck,8356.999151,3934512.705,in
2045,42017,Truck,9369.536412,9016129.342,in
2046,42017,Rail,713712,401565830.9,in
2047,42017,Rail,400,149223.5,in
2047,42017,Truck,37369.83655,13503151.61,in
2051,42017,Truck,64380.08192,156928698.4,in
2052,42017,Rail,1200,2794212.43,in
2052,42017,Truck,9423.899958,21675871.8,in
2061,42017,Rail,400,233235.73,in
2061,42017,Truck,3268.494406,1715983.084,in
2062,42017,Truck,2458.753997,1033602.413,in
2071,42017,Rail,16000,39971082.52,in
2082,42017,Truck,40601.07298,37268490.81,in
2083,42017,Truck,1757.596012,874090.1996,in
2084,42017,Rail,4000,8205784.38,in
2084,42017,Truck,18191.68499,37193153.42,in
2085,42017,Rail,5600,6573287,in
2085,42017,Truck,12669.51803,13917151.48,in
2086,42017,Rail,5200,3188491.69,in
2086,42017,Truck,103060.2899,62166452.96,in
2087,42017,Rail,7200,11012840,in
2087,42017,Truck,1214.928976,1783229.549,in
2091,42017,Truck,3086.003392,1180133.012,in
2093,42017,Truck,25837.83667,11745835.95,in
2094,42017,Truck,876.5995739,3052198.538,in
2095,42017,Truck,2023.632065,7853008.468,in
2096,42017,Truck,5067.692447,5231696.506,in
2097,42017,Truck,14315.09253,6381188.449,in
2098,42017,Truck,1678.477304,2735938.25,in
2099,42017,Rail,31800,38955468.04,in
2099,42017,Truck,55624.93917,62881556.37,in
2111,42017,Truck,1880.80136,38853419.62,in
2121,42017,Truck,1403.327919,22258902.09,in
2131,42017,Truck,553.1089345,8768759.07,in
2141,42017,Truck,2172.525434,19823141.55,in
2211,42017,Truck,921.180578,6023405.088,in
2221,42017,Truck,6618.79624,38380871.17,in
2222,42017,Truck,384.1461005,2698401.822,in
2231,42017,Truck,346.6606675,2619558.983,in
2241,42017,Truck,843.0843688,3605096.322,in
2251,42017,Truck,167.0036804,1840969.033,in
2271,42017,Truck,1556.235751,5615845.731,in
2272,42017,Truck,833.7439233,3008655.559,in
2279,42017,Rail,1600,5714664,in
2279,42017,Truck,730.6908637,2514818.699,in
2281,42017,Truck,1324.626098,6283581.782,in
2284,42017,Truck,141.5846572,679011.3013,in
2291,42017,Truck,332.5226826,1937433.275,in
2292,42017,Truck,15.6683004,98018.72,in
2293,42017,Truck,345.7073774,1842761.963,in
2294,42017,Truck,886.1940379,3581316.777,in
2295,42017,Truck,816.0348833,5133573.369,in
2296,42017,Truck,536.79311,1451204.69,in
2297,42017,Truck,1502.789065,2629191.666,in
2298,42017,Truck,790.8801935,4764921.049,in
2299,42017,Rail,400,2134680.3,in
2299,42017,Truck,2021.141324,10477623.86,in
2331,42017,Truck,4714.024631,66152861.81,in
2351,42017,Truck,6.44326558,67936.42,in
2352,42017,Truck,180.9390957,1768274.849,in
2371,42017,Truck,4.86444927,25828.14122,in
2381,42017,Truck,141.9176056,1277883.63,in
2384,42017,Truck,10.93444291,240530.578,in
2385,42017,Truck,158.0863291,1919314.038,in
2386,42017,Truck,14.55140539,220954.1086,in
2389,42017,Truck,1135.690434,6219730.797,in
2391,42017,Truck,1305.811569,4412129.191,in
2392,42017,Truck,2516.316681,10405964.62,in
2393,42017,Truck,811.5703666,4371648.162,in
2394,42017,Truck,1284.614829,6425889.957,in
2395,42017,Truck,729.1663876,4124681.056,in
2396,42017,Truck,114.2897371,625807.2006,in
2399,42017,Rail,47920,222897964.2,in
2411,42017,Truck,75076.96312,9347272.633,in
2421,42017,Rail,46640,5187443.18,in
2429,42017,Truck,41609.36947,24139506.95,in
2431,42017,Truck,9147.951555,10198440.58,in
2432,42017,Rail,7240,5269336.1,in
2432,42017,Truck,4653.731395,3493194.579,in
2433,42017,Truck,4909.228182,7488881.43,in
2434,42017,Truck,5925.736302,25965060.93,in
2439,42017,Truck,4827.950675,8026915.367,in
2441,42017,Truck,24338.60957,17734396.88,in
2491,42017,Truck,8339.28594,4250563.706,in
2492,42017,Truck,1117.274244,751785.9702,in
2493,42017,Truck,887.6125499,604244.4115,in
2494,42017,Truck,5182.366296,3576008.579,in
2495,42017,Truck,693.8557221,521133.7175,in
2496,42017,Truck,872.4142555,593898.1411,in
2497,42017,Truck,5806.758309,3952964.936,in
2498,42017,Truck,25073.60251,17068916.17,in
2499,42017,Rail,10480,5598045.34,in
2511,42017,Truck,3354.042537,6295434.145,in
2512,42017,Truck,2062.669311,9766452.29,in
2513,42017,Truck,3796.529322,16920430.25,in
2514,42017,Truck,910.0602988,4161541.258,in
2515,42017,Truck,999.0327607,4764829.663,in
2516,42017,Truck,1933.117429,8703070.267,in
2517,42017,Rail,400,2580927.8,in
2517,42017,Truck,53.58762164,332564.9106,in
2518,42017,Truck,1941.772202,8769797.036,in
2519,42017,Truck,4730.740903,21607125.47,in
2531,42017,Truck,1598.919076,9244560.575,in
2541,42017,Rail,4000,15126870,in
2542,42017,Truck,1265.610448,4831425.903,in
2591,42017,Truck,1133.554129,3827630.95,in
2599,42017,Rail,9200,49736764,in
2599,42017,Truck,774.3892834,4067788.631,in
2611,42017,Rail,400,155580.17,in
2621,42017,Rail,42920,84864712.1,in
2631,42017,Rail,51560,37124380,in
2631,42017,Truck,6507.923636,4578520.894,in
2642,42017,Truck,4024.556416,8749192.017,in
2643,42017,Truck,5855.999383,7775935.699,in
2644,42017,Truck,9063.275814,19344521.84,in
2645,42017,Truck,1248.01885,2187061.915,in
2646,42017,Truck,81.01647603,186745.1595,in
2647,42017,Rail,19200,47274432,in
2647,42017,Truck,2656.764887,6456859.662,in
2649,42017,Rail,4400,9558185.62,in
2649,42017,Truck,513.0098998,1052506.833,in
2651,42017,Truck,50607.30991,89786857.71,in
2654,42017,Truck,5027.585834,8599772.152,in
2655,42017,Rail,11200,23928851.1,in
2661,42017,Rail,35600,14560960.2,in
2711,42017,Truck,77991.75414,136653234.5,in
2721,42017,Truck,23988.55073,68816973.3,in
2731,42017,Rail,400,2633957.5,in
2731,42017,Truck,789.7324466,5148725.82,in
2741,42017,Rail,400,2065231.6,in
2741,42017,Truck,14248.77244,72788553.8,in
2761,42017,Truck,750.6033885,4945684.343,in
2771,42017,Truck,4840.317205,34339703.37,in
2781,42017,Truck,668.2793267,3589764.925,in
2791,42017,Truck,1796.76015,13365091.61,in
2812,42017,Rail,12520,4019584.56,in
2812,42017,Truck,370900.6303,109308609.1,in
2813,42017,Rail,800,165464.56,in
2814,42017,Rail,3240,3780949.8,in
2815,42017,Truck,61030.09191,61429585.28,in
2818,42017,Rail,131040,163174868.5,in
2818,42017,Truck,168359.8974,164089841,in
2819,42017,Rail,50840,104066041,in
2819,42017,Truck,607.7018681,1037372.385,in
2821,42017,Rail,52760,114250115.4,in
2821,42017,Truck,104215.0044,213937931.8,in
2831,42017,Rail,800,15159184,in
2831,42017,Truck,16807.40926,306644978.9,in
2841,42017,Rail,9200,16114449.8,in
2841,42017,Truck,4122.178248,7014351.219,in
2842,42017,Truck,16931.68263,28664469.29,in
2843,42017,Truck,4133.536302,8170581.944,in
2844,42017,Rail,400,1626045.6,in
2844,42017,Truck,25493.82069,102183242.8,in
2851,42017,Truck,15093.5533,41766556.13,in
2861,42017,Truck,6890.669235,16660312.64,in
2871,42017,Truck,62547.13216,20674995.34,in
2879,42017,Truck,4478.950515,15500589.44,in
2891,42017,Truck,13963.02212,34061333.56,in
2892,42017,Truck,6626.288344,7805736.857,in
2893,42017,Truck,5552.263916,26870284.4,in
2899,42017,Rail,17200,58145681.9,in
2899,42017,Truck,10011.79007,32273025.04,in
2911,42017,Rail,93080,112847216.5,in
2911,42017,Truck,1175482.759,1073853516,in
2911,42017,Water,18999.42523,17356783.19,in
2912,42017,Truck,189507.4036,153939921.2,in
2951,42017,Truck,458718.4979,42871540.04,in
2952,42017,Rail,3600,1107153.4,in
2952,42017,Truck,101200.3361,29691791.68,in
2991,42017,Rail,3640,4303222.5,in
3011,42017,Rail,2000,12461281.3,in
3021,42017,Truck,849.0521368,17017905.18,in
3031,42017,Truck,6863.338704,14769747.51,in
3041,42017,Truck,1526.921194,6372587.845,in
3061,42017,Rail,800,6501997,in
3061,42017,Truck,3973.886902,30269390.03,in
3071,42017,Rail,21600,80698736.7,in
3071,42017,Truck,22267.23247,78966761.12,in
3072,42017,Truck,79454.36341,260019141.2,in
3121,42017,Truck,124.322291,627452.0604,in
3131,42017,Truck,28.84433733,363302.529,in
3141,42017,Truck,1671.504172,37194057.66,in
3142,42017,Truck,8.91970143,3894.00833,in
3151,42017,Truck,52.51549391,683898.9109,in
3161,42017,Truck,1126.421077,13174843.43,in
3199,42017,Truck,363.1643292,2835413.987,in
3211,42017,Truck,84908.8236,17290924.48,in
3221,42017,Truck,16674.56837,10960803.83,in
3229,42017,Rail,1600,5347678.4,in
3229,42017,Truck,3950.790264,13342242.77,in
3241,42017,Truck,141657.9238,12517392.74,in
3251,42017,Truck,5565.922656,3079697.007,in
3253,42017,Rail,4000,2079429.88,in
3255,42017,Truck,3608.876023,2314801.024,in
3259,42017,Truck,1234.835029,811922.2739,in
3261,42017,Truck,1622.672348,3006787.151,in
3262,42017,Truck,1387.036466,7963399.217,in
3264,42017,Truck,557.0733738,3579524.482,in
3269,42017,Truck,4603.058891,15358599.33,in
3271,42017,Truck,333090.4515,46309168.6,in
3273,42017,Truck,378736.7334,26117976.76,in
3274,42017,Truck,8228.408209,1747463.68,in
3275,42017,Rail,11280,2289660.43,in
3275,42017,Truck,13672.1901,2840493.063,in
3281,42017,Truck,107777.2061,15030739.79,in
3291,42017,Truck,3132.613637,9505702.644,in
3292,42017,Truck,309.6733751,50410.21489,in
3293,42017,Truck,2561.87097,13585257.6,in
3295,42017,Rail,7600,661805,in
3295,42017,Truck,31002.31734,2615947.284,in
3296,42017,Truck,44778.58526,7775147.172,in
3299,42017,Truck,3977.034725,2621915.499,in
3311,42017,Truck,6662.29052,7443505.719,in
3312,42017,Rail,562800,868136843.5,in
3312,42017,Water,1683.4131,2292163.8,in
3313,42017,Truck,5157.49643,5453029.744,in
3315,42017,Truck,8627.805017,33394047.82,in
3321,42017,Rail,400,1037254.3,in
3321,42017,Truck,14733.16419,36213395.45,in
3331,42017,Truck,641.6914119,3239537.885,in
3333,42017,Truck,1699.150437,2650674.874,in
3339,42017,Truck,1162.664003,115103734.4,in
3351,42017,Truck,2149.424907,7790139.919,in
3352,42017,Truck,18220.10278,37896715.73,in
3356,42017,Truck,7610.207061,19508654.02,in
3357,42017,Truck,2073.617182,7899298.634,in
3361,42017,Truck,16373.40556,28847937.47,in
3362,42017,Truck,251.1353706,758488.2681,in
3369,42017,Truck,2727.44259,6473111.003,in
3391,42017,Truck,6361.615306,12623817.08,in
3392,42017,Truck,3141.573399,5000817.584,in
3399,42017,Truck,27014.32173,57760003.73,in
3411,42017,Rail,400,1087797.8,in
3411,42017,Truck,1649.00534,4712638.757,in
3421,42017,Truck,534.7560616,7432449.81,in
3423,42017,Truck,1030.640845,17620764.1,in
3425,42017,Truck,188.3953751,2747435.412,in
3428,42017,Truck,523.38154,3849346.449,in
3429,42017,Rail,34400,212610920,in
3431,42017,Rail,2000,4093983.9,in
3431,42017,Truck,505.5086368,1026267.978,in
3432,42017,Truck,378.2658589,3523084.713,in
3433,42017,Rail,400,4141032.8,in
3433,42017,Truck,1919.676506,19339660.84,in
3441,42017,Truck,18560.57131,49895691.48,in
3442,42017,Truck,8013.122109,19882187.36,in
3443,42017,Rail,5404,44162148.8,in
3443,42017,Truck,1333.171992,10441697.37,in
3444,42017,Truck,21736.52426,43382034.61,in
3446,42017,Truck,5206.610626,14464780.39,in
3449,42017,Truck,46676.1259,130306088.2,in
3452,42017,Truck,11853.92088,53866560.48,in
3461,42017,Rail,800,4167645.8,in
3461,42017,Truck,6056.158374,29885462.32,in
3481,42017,Truck,4629.28872,10295798.24,in
3491,42017,Truck,8777.216968,21178239.51,in
3492,42017,Truck,1261.286641,2244894.721,in
3493,42017,Truck,3069.167361,5800528.486,in
3494,42017,Truck,11863.51294,58567406.74,in
3499,42017,Rail,400,1533737.1,in
3499,42017,Truck,8961.216211,33197129.3,in
3511,42017,Truck,2101.221337,20354898.93,in
3519,42017,Truck,5506.255458,54940492.65,in
3522,42017,Truck,5021.547894,35728676.59,in
3524,42017,Rail,1200,5670820.9,in
3524,42017,Truck,1968.569823,9386904.803,in
3531,42017,Truck,3954.834691,27570519.5,in
3532,42017,Truck,345.9288807,3867828.065,in
3533,42017,Truck,1590.231627,17539232.09,in
3534,42017,Truck,900.8606318,4982283.277,in
3535,42017,Truck,2800.545695,18361510.98,in
3536,42017,Truck,1641.084918,10978331.73,in
3537,42017,Truck,3501.857944,12791217.44,in
3541,42017,Truck,620.9018921,10350183.43,in
3542,42017,Truck,223.2004979,2799873.168,in
3544,42017,Truck,1529.685852,17408269.95,in
3545,42017,Truck,827.1522789,13908488.23,in
3548,42017,Truck,991.6666894,11102223.15,in
3551,42017,Truck,773.3172875,9053879.595,in
3552,42017,Truck,284.9453434,2778931.43,in
3553,42017,Truck,266.1219203,3170463.514,in
3554,42017,Truck,467.6238082,5158132.621,in
3555,42017,Truck,531.9948261,5491723.795,in
3559,42017,Truck,5854.44535,57375686.13,in
3561,42017,Truck,2561.198802,34468007.49,in
3562,42017,Truck,704.8470352,8447653.077,in
3564,42017,Truck,2093.62614,24345206.03,in
3566,42017,Truck,2745.904778,20209415.34,in
3567,42017,Truck,861.7718001,9642572.412,in
3569,42017,Truck,2931.907834,29866924.15,in
3572,42017,Truck,47.9524406,1376812.263,in
3573,42017,Truck,1425.126499,72717035.34,in
3574,42017,Truck,6100.318901,26186971.15,in
3576,42017,Truck,244.176996,2664212.347,in
3579,42017,Truck,122.1653007,1912637.462,in
3581,42017,Truck,57.93436806,603207.9908,in
3582,42017,Truck,353.4884079,2179696.858,in
3585,42017,Rail,800,8371543,in
3585,42017,Truck,2839.884124,28908454.27,in
3589,42017,Truck,1919.857486,22481255.9,in
3592,42017,Truck,373.656049,3702120.634,in
3599,42017,Truck,6418.683793,39493105.63,in
3611,42017,Truck,87.96513762,23639338.62,in
3612,42017,Truck,1090.860743,17812669.43,in
3613,42017,Truck,583.7874716,12797784.37,in
3621,42017,Truck,3653.844008,35024578.4,in
3622,42017,Truck,999.1481685,21698885.2,in
3623,42017,Truck,810.968515,6706093.571,in
3624,42017,Truck,695.9652746,2344478.148,in
3629,42017,Truck,13653.62126,100721657.8,in
3631,42017,Rail,800,4986629,in
3631,42017,Truck,1635.035439,10065209.65,in
3632,42017,Rail,800,3712967.5,in
3634,42017,Rail,400,1879477.6,in
3635,42017,Truck,564.8137119,3795401.189,in
3636,42017,Truck,142.5415509,1826424.304,in
3639,42017,Truck,138.3175648,1450177.894,in
3641,42017,Truck,425.1221984,5208977.873,in
3642,42017,Rail,400,4629843.5,in
3642,42017,Truck,2477.758328,28056165.89,in
3643,42017,Truck,2146.214166,20512297.39,in
3644,42017,Truck,969.4650207,7073879.149,in
3651,42017,Truck,1433.404212,15787212.08,in
3652,42017,Truck,562.4137576,15035328,in
3661,42017,Truck,1134.698963,34551449.02,in
3662,42017,Truck,670.4294823,62488485.81,in
3671,42017,Truck,71.16022317,1166059.773,in
3674,42017,Truck,4116.986194,125753961.4,in
3679,42017,Truck,18253.80935,98674907.28,in
3691,42017,Truck,3243.338281,14287107.87,in
3692,42017,Truck,2240.447798,6615356.488,in
3693,42017,Truck,329.8630984,7037987.41,in
3694,42017,Truck,2677.555493,27449927.07,in
3699,42017,Truck,1820.556381,19667310.18,in
3711,42017,Truck,68660.13955,626515647.6,in
3713,42017,Truck,8052.576934,15767620.07,in
3714,42017,Rail,22000,193327271.3,in
3714,42017,Truck,4232.868885,36541080.52,in
3715,42017,Truck,3267.998088,12408551.21,in
3723,42017,Truck,26.529346,5335673.5,in
3729,42017,Truck,21.0071234,4047782.67,in
3732,42017,Truck,1473.198329,26012889.8,in
3741,42017,Truck,4577.369876,4048165.83,in
3742,42017,Rail,920,876762.31,in
3742,42017,Truck,5827.813014,5437999.343,in
3751,42017,Rail,3200,19411858.3,in
3769,42017,Truck,43.25867221,11232138.58,in
3791,42017,Truck,12165.66646,35526528.25,in
3799,42017,Truck,2956.848778,16720311.68,in
3811,42017,Truck,42.66935024,3456427.39,in
3822,42017,Truck,38.66911523,2490801.725,in
3831,42017,Truck,219.7093504,9343964.183,in
3841,42017,Truck,12586.22208,75506700.24,in
3842,42017,Rail,2000,23768865,in
3843,42017,Truck,1170.477261,25146732.32,in
3861,42017,Truck,981.468539,17430240.72,in
3871,42017,Truck,112.7091124,1453982.235,in
3911,42017,Truck,17.13643473,2927115.92,in
3914,42017,Truck,422.1438181,2135133.335,in
3931,42017,Truck,1797.743853,7733974.846,in
3941,42017,Rail,800,6526872.6,in
3941,42017,Truck,1174.738701,9368531.591,in
3942,42017,Truck,73.8569128,925551.193,in
3943,42017,Truck,250.1095386,2002763.829,in
3949,42017,Rail,1600,14647805.1,in
3951,42017,Truck,361.0346018,3469386.803,in
3952,42017,Truck,505.1436467,1825984.895,in
3953,42017,Truck,280.9987543,1171866.349,in
3961,42017,Truck,463.5250362,1672661.951,in
3963,42017,Truck,226.7360834,615038.3364,in
3964,42017,Truck,219.7872608,636385.8082,in
3991,42017,Truck,1384.602561,6289166.482,in
3993,42017,Truck,9777.570215,36513214.04,in
3994,42017,Truck,254.2852737,4159608.061,in
3996,42017,Truck,968.3160245,162033.934,in
3999,42017,Truck,6595.303673,46235207.06,in
4021,42017,Rail,75708,22425380.69,in
4021,42017,Truck,11504.65344,2981188.62,in
4022,42017,Truck,166664.3491,35906547.05,in
4024,42017,Rail,11240,2694097.9,in
4024,42017,Truck,127480.9991,26693203.49,in
4029,42017,Truck,147853.6772,34357024.49,in
4111,42017,Rail,3600,12245077,in
4111,42017,Truck,6632.112651,20851033.73,in
4211,42017,Truck,8352.68692,34173342.52,in
4221,42017,Rail,36600,0,in
4221,42017,Truck,0,0,in
4311,42017,Rail,8400,22298233.6,in
4311,42017,Truck,31943.43236,83518801.66,in
4411,42017,Rail,3600,0,in
4611,42017,Rail,421000,2131476215,in
4621,42017,Rail,9600,0,in
5010,42017,Truck,2634347.436,2949164176,in
5021,42017,Truck,819212.5616,3465007990,in
5022,42017,Truck,756402.7216,3199342227,in
5032,42017,Truck,203.2874857,2065799.858,in
112,42029,Truck,841.2713715,1588256.987,in
113,42029,Truck,307459.1414,40378891.63,in
114,42029,Truck,26583.68502,5886543.16,in
115,42029,Truck,1412.974491,2674616.755,in
119,42029,Truck,227057.102,123857460,in
121,42029,Truck,17459.59375,13282856.97,in
122,42029,Truck,19902.49393,22647684.86,in
123,42029,Truck,9488.755273,16430049.98,in
129,42029,Truck,6299.727071,14112551.43,in
131,42029,Truck,6492.137621,7557600.2,in
133,42029,Truck,12985.15013,15334894.89,in
134,42029,Truck,333.7850928,661673.2079,in
139,42029,Truck,18004.41046,24331639.66,in
141,42029,Truck,3743.841408,6646902.485,in
142,42029,Truck,34722.9211,29890717.24,in
152,42029,Truck,3035.158583,2271220.403,in
191,42029,Truck,524.0684651,1696009.385,in
192,42029,Truck,276.7223131,441294.0591,in
842,42029,Truck,267.8442804,541266.6053,in
861,42029,Truck,136.1963594,127509.1215,in
912,42029,Truck,1137.898827,8165224.342,in
