stcc4,region,mode,ton,value,dir
3694,42091,Truck,12621.08877,129389653.4,out
3699,42091,Truck,5103.641943,55134194.95,out
3713,42091,Truck,1566.243103,3066835.139,out
3714,42091,Truck,28205.34978,243488271.6,out
3715,42091,Truck,811.1461417,3079912.602,out
3723,42091,Truck,90.3319759,18167877.68,out
3729,42091,Truck,43.33670623,8350384.58,out
3741,42091,Truck,9214.937584,8149569.397,out
3742,42091,Rail,920,876762.31,out
3742,42091,Truck,8259.045244,7706610.087,out
3791,42091,Truck,201.6901478,588981.3737,out
3799,42091,Truck,17.63418143,99717.3122,out
3811,42091,Truck,10.52537767,852607.402,out
3821,42091,Truck,2694.849075,174644748.7,out
3831,42091,Truck,78.60493522,3342969.678,out
3841,42091,Truck,3439.097939,20631682.69,out
3842,42091,Truck,5894.176688,68993923.77,out
3843,42091,Truck,4022.4027,86417982.71,out
3871,42091,Truck,673.1640743,8684023.676,out
3911,42091,Truck,27.47336256,4692791.746,out
3931,42091,Truck,687.9252708,2959485.401,out
3943,42091,Truck,46.2965458,370721.7584,out
3953,42091,Truck,298.6957383,1245669.142,out
3961,42091,Truck,164.8832947,594992.683,out
3963,42091,Truck,177.7160393,482067.8642,out
3964,42091,Truck,162.7630535,471274.3353,out
3993,42091,Truck,7823.47036,29215852.3,out
3996,42091,Truck,24.39705054,4082.500041,out
3999,42091,Truck,7018.30737,49200598.71,out
4021,42091,Rail,22400,6635078.5,out
4021,42091,Truck,122203.762,31666531.21,out
4022,42091,Truck,202665.9931,43662823.7,out
4024,42091,Rail,2400,575252.25,out
4024,42091,Truck,194681.4474,40764281.92,out
4029,42091,Rail,36396,9204360,out
4029,42091,Truck,163505.8753,37994153.7,out
4111,42091,Truck,4294.087132,13500397.19,out
4211,42091,Truck,3279.495187,13417396.54,out
4221,42091,Truck,0,0,out
4311,42091,Truck,7420.688558,19402017.27,out
5010,42091,Truck,2392809.562,2678761404,out
5021,42091,Truck,33900.36707,143387744.2,out
5031,42091,Truck,271.688838,2760891.91,out
114,42101,Truck,12708.18793,2814030.38,out
115,42101,Rail,2000,4682086.88,out
115,42101,Truck,32089.98326,60743067.4,out
119,42101,Truck,475.647091,259460.9063,out
121,42101,Truck,134645.0805,102434876.5,out
122,42101,Truck,418459.4118,476178354.5,out
123,42101,Truck,576994.2673,999081990.6,out
129,42101,Rail,9560,26186571,out
129,42101,Truck,265857.4884,595569844.8,out
133,42101,Truck,15831.88566,18696765.18,out
134,42101,Truck,2564.353015,5083401.659,out
139,42101,Truck,97490.21772,131750877.7,out
191,42101,Truck,503.8969008,1630729.463,out
192,42101,Truck,17338.55708,27650109.53,out
842,42101,Truck,2206.847606,4459654.254,out
912,42101,Truck,8801.814594,63159205.7,out
913,42101,Truck,97.4045057,275932.0789,out
1051,42101,Truck,30.9686923,836.15471,out
1061,42101,Truck,21.313994,154.7396011,out
1092,42101,Truck,378.6428856,1318494.782,out
1411,42101,Truck,24.0806983,4427.07415,out
1441,42101,Rail,2480,18600,out
1441,42101,Water,7706.129179,59337.19458,out
1471,42101,Rail,7600,669262.44,out
1471,42101,Truck,890261.4695,57866996.37,out
1491,42101,Truck,918815.0872,33233263.42,out
1491,42101,Water,2724.971,98561.375,out
1929,42101,Truck,4419.907883,54584746.99,out
1951,42101,Truck,69.74335436,2843544.701,out
1961,42101,Truck,84.83497289,1701633.418,out
2011,42101,Truck,87672.17685,280332984.9,out
2012,42101,Truck,215067.7142,694434540.5,out
2013,42101,Truck,31580.58954,102194965.1,out
2014,42101,Rail,4000,2618104.5,out
2014,42101,Truck,30978.75829,14360400.7,out
2015,42101,Truck,4954.860234,15643000.85,out
2016,42101,Truck,9126.928871,25411343.68,out
2017,42101,Truck,7454.243623,21404120.39,out
2021,42101,Truck,8208.403021,5344937.887,out
2023,42101,Truck,52563.51302,74886778.72,out
2024,42101,Truck,530.4369867,672785.7657,out
2025,42101,Truck,5880.431397,15071904.5,out
2026,42101,Truck,286370.4179,253432139.5,out
2031,42101,Truck,1627.662999,940722.2665,out
2032,42101,Truck,200.0189881,261921.6644,out
2033,42101,Rail,2400,1960408.6,out
2033,42101,Truck,80150.2095,63450244.79,out
2034,42101,Truck,256411.3238,223477539.3,out
2034,42101,Water,418.4478,364701.88,out
2035,42101,Truck,3683.208295,3072890.374,out
2037,42101,Truck,2704.83393,2667270.999,out
2038,42101,Truck,3542.206691,6788739.647,out
2039,42101,Rail,800,1394826.6,out
2039,42101,Truck,8758.284,15304436.19,out
2042,42101,Rail,1680,359116.08,out
2044,42101,Truck,347.0938199,163413.3288,out
2045,42101,Truck,7985.985151,7684763.842,out
2046,42101,Rail,840,472621.03,out
2046,42101,Truck,26686.17293,11146035.59,out
2047,42101,Truck,2464.691165,890587.1853,out
2047,42101,Water,2208.7673,798112.13,out
2051,42101,Truck,298026.2437,726449372.7,out
2051,42101,Water,951.511285,2319341.978,out
2052,42101,Truck,113079.3233,260093261.4,out
2052,42101,Water,1280.1014,2944355.8,out
2062,42101,Rail,30720,14390581.3,out
2062,42101,Truck,19129.29152,8041504.76,out
2062,42101,Water,1813.286281,762262.9142,out
2071,42101,Rail,4280,10692264.8,out
2071,42101,Truck,61810.23184,145394869.5,out
2071,42101,Water,493.12567,1159968.8,out
2082,42101,Truck,37391.09494,34321992.19,out
2082,42101,Water,683.371993,627280.043,out
2083,42101,Truck,376.4780509,187230.6078,out
2084,42101,Truck,49840.9604,101900537.3,out
2084,42101,Water,98.615311,201620.38,out
2085,42101,Rail,880,1032945.1,out
2085,42101,Truck,39080.53918,42929003.89,out
2085,42101,Water,117.90149,129511.87,out
2086,42101,Rail,880,539590.94,out
2086,42101,Truck,1876347.427,1131821618,out
2086,42101,Water,15724.41763,9485042.72,out
2087,42101,Truck,6113.595532,8973317.822,out
2092,42101,Truck,2508.199884,972612.6042,out
2094,42101,Truck,24.8554695,86543.3122,out
2095,42101,Truck,170.799572,662813.416,out
2096,42101,Truck,12.6843972,13094.8984,out
2097,42101,Truck,1937.571886,863704.5982,out
2097,42101,Water,3354.012718,1495106.369,out
2098,42101,Truck,625.029885,1018806.261,out
2099,42101,Rail,5080,6223074.64,out
2099,42101,Truck,117240.2605,132534978.5,out
2099,42101,Water,1108.0739,1252629.02,out
2121,42101,Truck,344.3827438,5462430.824,out
2131,42101,Truck,521.3535345,8265321.922,out
2211,42101,Truck,119.8951997,783969.3387,out
2221,42101,Truck,395.4451266,2293094.995,out
2222,42101,Truck,59.6930704,419308.9411,out
2231,42101,Truck,94.96555519,717612.0568,out
2241,42101,Truck,3923.838202,16778646.16,out
2251,42101,Truck,11.44370729,126149.9726,out
2271,42101,Truck,271.7458044,980624.2383,out
2272,42101,Truck,416.2257146,1501995.736,out
2279,42101,Truck,1426.999007,4911302.356,out
2281,42101,Truck,2963.872426,14059616.61,out
2291,42101,Truck,673.5968688,3924691.726,out
2293,42101,Truck,1467.499544,7822373.678,out
2294,42101,Truck,1784.105791,7209987.419,out
2295,42101,Truck,139.2750164,876161.7084,out
2297,42101,Truck,2905.83482,5083878.242,out
2299,42101,Truck,2582.771386,13389122.29,out
2331,42101,Rail,7280,100067310,out
2331,42101,Truck,1230.817666,17272313.38,out
2351,42101,Truck,60.64045189,639380.0263,out
2352,42101,Truck,391.7843798,3828815.783,out
2371,42101,Truck,69.16194451,367220.272,out
2381,42101,Truck,8.35581212,75239.1246,out
2384,42101,Truck,116.8047183,2569413.637,out
2385,42101,Truck,1071.345168,13007120.54,out
2386,42101,Truck,25.35059774,384933.1921,out
2387,42101,Truck,16.12469274,44774.43376,out
2389,42101,Truck,247.0159676,1352809.485,out
2391,42101,Truck,4132.157724,13961902.27,out
2392,42101,Truck,367.9180592,1521486.672,out
2393,42101,Truck,14.75736482,79492.806,out
2394,42101,Truck,67.12171381,335755.6942,out
2395,42101,Truck,1585.136209,8966651.925,out
2396,42101,Truck,330.1046563,1807527.669,out
2399,42101,Rail,9880,45956426.2,out
2421,42101,Rail,1680,186854.73,out
2421,42101,Truck,61601.63645,6742361.496,out
2421,42101,Water,437.41156,47875.141,out
2431,42101,Truck,17256.99555,19238672.37,out
2432,42101,Truck,78091.25274,58617037.03,out
2432,42101,Water,58.674412,44042.324,out
2433,42101,Truck,377.180005,575376.8546,out
2434,42101,Truck,1127.15222,4938892.663,out
2441,42101,Truck,15097.19583,11000614.79,out
2492,42101,Truck,165.7952267,111559.473,out
2493,42101,Truck,131.0543077,89215.53911,out
2494,42101,Truck,912.8093518,629869.4331,out
2495,42101,Truck,100.6944116,75628.47851,out
2496,42101,Truck,129.8501154,88395.78221,out
2497,42101,Truck,855.8295973,582608.0782,out
2498,42101,Truck,11292.80032,7687601.258,out
2499,42101,Truck,12344.86482,6608013.055,out
2511,42101,Truck,687.0133963,1289502.913,out
2512,42101,Truck,1420.468417,6725720.255,out
2513,42101,Truck,102.1827955,455409.8651,out
2514,42101,Truck,200.8526823,918463.0326,out
2515,42101,Truck,2628.187251,12534988.97,out
2516,42101,Truck,8026.722057,36137032.15,out
2517,42101,Truck,6.539092059,40581.62269,out
2518,42101,Truck,3852.463064,17399218.58,out
2519,42101,Truck,4672.768004,21342340.37,out
2531,42101,Truck,966.3370598,5587125.548,out
2541,42101,Truck,1495.708429,5549296.998,out
2542,42101,Truck,2042.713654,7797991.594,out
2591,42101,Truck,2317.159208,7824267.24,out
2611,42101,Truck,20415.7895,7582680.975,out
2621,42101,Rail,115040,227465900.1,out
2621,42101,Truck,183542.3033,350636954.8,out
2631,42101,Truck,397599.2716,279723099.9,out
2643,42101,Truck,39546.39149,52511994.15,out
2644,42101,Truck,7837.819972,16728927.56,out
2645,42101,Truck,9047.870101,15855732.07,out
2647,42101,Truck,251.5498921,611353.4446,out
2649,42101,Truck,3034.265908,6225192.841,out
2651,42101,Truck,78614.89893,139477571.1,out
2655,42101,Truck,1027.802605,2057548.404,out
2711,42101,Truck,117818.4569,206435583.3,out
2721,42101,Truck,91377.55859,262138683,out
2731,42101,Truck,3555.186707,23178333.07,out
2741,42101,Truck,33938.97585,173374158.3,out
2761,42101,Truck,496.9414924,3274320.062,out
2771,42101,Truck,728.0777395,5165358.505,out
2781,42101,Truck,66.48558702,357137.5203,out
2791,42101,Truck,3851.434166,28648659.99,out
2812,42101,Rail,11360,3647162.8,out
2812,42101,Truck,40027.83396,11796654.79,out
2812,42101,Water,504.2825673,148617.778,out
2814,42101,Water,1035.487351,875799.6945,out
2815,42101,Rail,32960,39228523.5,out
2815,42101,Truck,1633480.141,1644172624,out
2818,42101,Rail,54960,68437810,out
2818,42101,Water,1320112.127,1286630598,out
2819,42101,Rail,5720,11708452.9,out
2819,42101,Water,77.9714371,133100.4834,out
2821,42101,Rail,4000,8661874,out
2821,42101,Truck,11882.16693,24392324.97,out
2821,42101,Water,72.81554,149479.498,out
2831,42101,Truck,51251.15444,935058396.8,out
2831,42101,Water,448.47626,8182284,out
2841,42101,Truck,92371.79392,157181027.5,out
2842,42101,Truck,5300.206748,8972977.859,out
2843,42101,Truck,487.2426223,963111.3588,out
2844,42101,Truck,3071.307941,12310285.26,out
2851,42101,Truck,8514.202779,23560318.85,out
2861,42101,Truck,218.4663756,528209.6836,out
2871,42101,Rail,11680,5230586.1,out
2871,42101,Truck,47295.94764,15633706.9,out
2871,42101,Water,289.6748,95752.195,out
2891,42101,Truck,5557.24003,13556306.23,out
2893,42101,Truck,12581.98572,60890753.59,out
2899,42101,Rail,2400,8113350.8,out
2899,42101,Truck,8785.915973,28321417.3,out
2899,42101,Water,460.03705,1482930.4,out
2911,42101,Rail,5640,6837755.8,out
2911,42101,Truck,4412587.088,4031086054,out
2911,42101,Water,4325976.041,3951963111,out
2912,42101,Rail,34480,34712976,out
2912,42101,Truck,806072.2772,654785478.2,out
2912,42101,Water,16109.6309,13086112.8,out
2951,42101,Truck,195797.7797,18299136.26,out
2952,42101,Truck,1200.066781,352095.0084,out
2952,42101,Water,41.656466,12221.8479,out
2991,42101,Truck,96262.3599,82480831.24,out
2991,42101,Water,9149.217692,7839357.995,out
3011,42101,Truck,7697.066997,43033211.65,out
3021,42101,Truck,21.06596495,422233.888,out
3031,42101,Truck,1242.978624,2674861.461,out
3041,42101,Truck,101.0643477,421790.8717,out
3061,42101,Truck,3408.467043,25962545.31,out
3071,42101,Rail,6560,24508505.9,out
3071,42101,Truck,6504.508143,23067076.11,out
3072,42101,Truck,6452.660568,21116716.26,out
3111,42101,Truck,585.8973106,2588483.721,out
3121,42101,Truck,6.0494415,30531.4075,out
3131,42101,Truck,29.43407991,370730.515,out
3141,42101,Truck,475.7633055,10586612.83,out
3161,42101,Truck,314.9334389,3683523.595,out
3199,42101,Truck,151.9473208,1186332.277,out
3221,42101,Truck,571.6386506,375759.0075,out
3229,42101,Rail,840,2807531.3,out
3229,42101,Truck,1225.96218,4140205.937,out
3241,42101,Truck,165733.5993,14644803.79,out
3253,42101,Truck,893.7948546,466277.2387,out
3255,42101,Truck,3672.259134,2355456.147,out
3259,42101,Truck,1.0751665,706.93781,out
3261,42101,Truck,2356.588214,4366721.987,out
3262,42101,Truck,107.3020269,616053.6385,out
3264,42101,Truck,6.18225809,39724.6481,out
3269,42101,Truck,284.5978384,949591.1916,out
3271,42101,Truck,2257.05254,313795.3259,out
3273,42101,Truck,107513.1694,7414190.936,out
3275,42101,Truck,3163.79497,657300.5133,out
3281,42101,Truck,36843.83163,5138285.416,out
3291,42101,Truck,3713.327603,11267839.6,out
3292,42101,Truck,895.864528,145833.406,out
3293,42101,Truck,1033.644492,5481277.986,out
3295,42101,Rail,840,73146.867,out
3295,42101,Truck,2870.282673,242191.8385,out
3299,42101,Truck,10955.43869,7222525.478,out
3311,42101,Truck,399500.699,446345861.6,out
3312,42101,Rail,9600,14808305,out
3312,42101,Truck,956163.9647,1301929039,out
3312,42101,Water,10883.47224,14819120.23,out
3313,42101,Truck,1575.602542,1665887.333,out
3315,42101,Truck,3519.8836,13623761.82,out
3315,42101,Water,72.491821,280580.69,out
3321,42101,Truck,3091.333271,7598345.441,out
3331,42101,Truck,4282.860102,21621744.97,out
3332,42101,Truck,12720.18829,20097897.53,out
3333,42101,Truck,2505.801968,3909051.014,out
3334,42101,Truck,4307.769266,14362687.47,out
3339,42101,Truck,5183.150888,513131941.6,out
3351,42101,Truck,144.257188,522829.9246,out
3356,42101,Truck,139.9211724,358685.8761,out
3357,42101,Truck,510.9796797,1946541.144,out
3361,42101,Truck,483.2079071,851353.2253,out
3362,42101,Truck,9.1560909,27653.563,out
3369,42101,Truck,189.6253404,450042.7795,out
3391,42101,Truck,1.2121511,2405.3596,out
3399,42101,Truck,26604.84218,56884484.81,out
3421,42101,Truck,222.8082512,3096759.88,out
3423,42101,Truck,290.7224941,4970453.462,out
3425,42101,Truck,70.71382191,1031244.325,out
3428,42101,Truck,101.1979835,744287.0416,out
3429,42101,Truck,954.0779078,5670038.018,out
3433,42101,Truck,3207.848068,32317265.43,out
3433,42101,Water,532.76373,5367295,out
3441,42101,Truck,749.0787193,2013720.354,out
3441,42101,Water,1017.6088,2735599.8,out
3442,42101,Truck,11673.26504,28963747.21,out
3443,42101,Truck,7231.080911,56635421.42,out
3444,42101,Truck,65958.15941,131640141.1,out
3444,42101,Water,393.18796,784729.6,out
3446,42101,Truck,16270.52912,45202079.48,out
3449,42101,Truck,34806.11902,97168505.14,out
3449,42101,Water,303.02621,845960.56,out
3452,42101,Truck,9618.246243,43707212.93,out
3481,42101,Truck,5860.868411,13034900.49,out
3491,42101,Truck,1419.051775,3423980.399,out
3493,42101,Truck,1389.045328,2625206.107,out
3494,42101,Truck,6327.729081,31238527.3,out
3499,42101,Truck,15375.55205,56959254.31,out
3511,42101,Truck,26.47064203,256425.737,out
3519,42101,Truck,16311.29354,162751349.9,out
3519,42101,Water,191.58217,1911574.8,out
3522,42101,Truck,1966.450002,13991433.55,out
3522,42101,Water,996.12,7087466,out
3531,42101,Truck,5348.781801,37288206.83,out
3531,42101,Water,505.83868,3526376.3,out
3533,42101,Truck,114.4804926,1262646.152,out
3533,42101,Water,70.087141,773016.06,out
3534,42101,Truck,13.84344327,76562.29335,out
3534,42101,Water,128.4789,710563,out
3535,42101,Truck,2665.546152,17476399.96,out
3536,42101,Truck,1442.776176,9651709.952,out
3536,42101,Water,62.131349,415638.8,out
3537,42101,Truck,17465.32367,63795493.39,out
3541,42101,Truck,1083.112552,18055048.41,out
3542,42101,Truck,387.7058472,4863462.511,out
3542,42101,Water,210.19,2636667,out
3544,42101,Truck,1999.283462,22752427.9,out
3545,42101,Truck,107.4325981,1806469.05,out
3548,42101,Truck,1132.438417,12678235.47,out
3548,42101,Water,215.92662,2417410.5,out
3551,42101,Truck,2459.560204,28796150.72,out
3552,42101,Truck,452.0647989,4408765.014,out
3553,42101,Truck,12.97208009,154543.847,out
3554,42101,Truck,818.6344275,9029961.676,out
3555,42101,Truck,360.9560745,3726109.73,out
3559,42101,Truck,2094.944818,20531218.25,out
3559,42101,Water,374.91592,3674312,out
3561,42101,Truck,2033.552233,27367065.92,out
3561,42101,Water,501.05988,6743145.5,out
3562,42101,Truck,4376.577567,52453661.92,out
3564,42101,Truck,369.0632219,4291558.961,out
3566,42101,Truck,4861.147917,35777263.79,out
3567,42101,Truck,827.5229465,9259353.804,out
3569,42101,Truck,2781.099269,28330658.61,out
3569,42101,Water,236.20804,2406217.5,out
3572,42101,Truck,2.7283292,78335.891,out
3573,42101,Truck,454.9337844,23212981.9,out
3574,42101,Truck,2394.414738,10278556.02,out
3574,42101,Water,21.276625,91334.625,out
3576,42101,Truck,108.8315688,1187460.012,out
3579,42101,Truck,50.24441941,786633.8529,out
3581,42101,Truck,3.90154906,40622.6159,out
3582,42101,Truck,3.88365044,23947.54713,out
3585,42101,Truck,811.3236843,8258827.226,out
3585,42101,Water,491.17542,4999894.5,out
3589,42101,Truck,1968.34365,23049021.47,out
3599,42101,Truck,5320.563062,32736548.72,out
3599,42101,Water,461.89167,2841943.41,out
3611,42101,Truck,241.3346878,64855150.37,out
3612,42101,Truck,2725.545285,44505440.18,out
3613,42101,Truck,1505.743404,33008895.11,out
3621,42101,Truck,10219.25392,97958494.93,out
3622,42101,Truck,18.29607465,397342.8949,out
3623,42101,Truck,68.96844504,570316.6384,out
3624,42101,Truck,1046.732829,3526098.681,out
3629,42101,Truck,156.1279531,1151743.276,out
3633,42101,Truck,3.8629762,23885.97161,out
3634,42101,Rail,360,1691529.9,out
3635,42101,Truck,0.54679233,3674.3022,out
3639,42101,Truck,197.0196323,2065634.439,out
3641,42101,Truck,6.685303227,81914.32423,out
3642,42101,Rail,560,6481781,out
3642,42101,Truck,6908.23572,78223370.24,out
3643,42101,Truck,581.6908253,5559470.823,out
3644,42101,Truck,8510.217161,62096358.04,out
3651,42101,Truck,8.731314983,96164.86175,out
3652,42101,Truck,298.4435615,7978461.992,out
3661,42101,Truck,247.8649076,7547456.945,out
3662,42101,Truck,211.6266655,19725012.56,out
3674,42101,Truck,131.1139075,4004894.022,out
3679,42101,Truck,5619.029171,30374875.09,out
3691,42101,Truck,6.136034956,27029.61793,out
3693,42101,Truck,359.5863087,7672164.38,out
3694,42101,Truck,36953.87583,378846008.6,out
3699,42101,Truck,1089.782219,11772821.68,out
3711,42101,Truck,98227.68737,896316025.4,out
3714,42101,Truck,108425.0473,936000714.5,out
3722,42101,Truck,94.17442049,11205602.28,out
3729,42101,Truck,75.10250639,14471215.8,out
3732,42101,Truck,5412.934138,95578485.86,out
3741,42101,Truck,5155.862539,4559776.989,out
3742,42101,Rail,1620,1543864.1,out
3742,42101,Truck,5367.934388,5008881.361,out
3751,42101,Truck,2558.099897,15486166.41,out
3799,42101,Truck,20.848663,117894.4689,out
3811,42101,Truck,56.45360934,4573020.304,out
3821,42101,Truck,990.9137171,64218021.54,out
3822,42101,Truck,89.75328941,5781297.243,out
3831,42101,Truck,39.26222445,1669773.265,out
3841,42101,Rail,840,5015814,out
3841,42101,Truck,1838.277569,11028112.68,out
3841,42101,Water,3563.296807,21376770.53,out
3842,42101,Water,1158.46549,13560346.65,out
3843,42101,Truck,175.6580158,3773866.672,out
3843,42101,Water,2168.178439,46581514.6,out
3851,42101,Truck,51.14871013,3946633.256,out
3861,42101,Truck,306.2538746,5438869.041,out
3861,42101,Water,1416.19854,25150762.8,out
3871,42101,Truck,0.70278633,9066.1592,out
3911,42101,Truck,70.33818205,12014635.51,out
3914,42101,Truck,50.58037143,255827.1167,out
3931,42101,Truck,427.8423879,1840597.188,out
3941,42101,Rail,120,979030.88,out
3943,42101,Truck,75.01010771,600646.9507,out
3949,42101,Rail,200,1830975.6,out
3949,42101,Water,2553.98464,23538274.98,out
3952,42101,Water,135.44112,489590.31,out
3953,42101,Truck,311.0837478,1297331.637,out
3961,42101,Truck,477.807987,1724202.922,out
3961,42101,Water,219.50948,792115,out
3963,42101,Truck,0.98450124,2670.5322,out
3991,42101,Truck,8.81939393,40059.6086,out
3992,42101,Water,630.8348052,3189734.661,out
3993,42101,Truck,18648.09377,69639165.8,out
3993,42101,Water,8673.77129,32391203.5,out
3999,42101,Water,10144.51484,71116325.73,out
4021,42101,Rail,1056,312796.56,out
4021,42101,Truck,242924.1435,62948673.33,out
4021,42101,Water,2901.034233,751741.9107,out
4022,42101,Truck,304962.1193,65701734.12,out
4024,42101,Rail,2000,479376.84,out
4024,42101,Truck,300418.5556,62904539.48,out
4025,42101,Rail,11588,0,out
4029,42101,Truck,260004.7656,60417774.37,out
4111,42101,Rail,800,2721128.3,out
4111,42101,Truck,192734.4138,605947445.7,out
4111,42101,Water,230.013759,723151.87,out
4211,42101,Truck,147505.8056,603490407.9,out
4221,42101,Rail,41400,0,out
4221,42101,Truck,0,0,out
4311,42101,Truck,44160.51656,115461400.9,out
4311,42101,Water,825.6635374,2158767.061,out
4611,42101,Rail,239080,1210435491,out
4621,42101,Rail,800,0,out
5010,42101,Truck,2366384.665,2649178609,out
5021,42101,Truck,816157.247,3452084922,out
5022,42101,Truck,1520530.743,6431360295,out
5031,42101,Truck,68610.77333,697220147,out
100,34005,all,258.292456,2309257.44,in
112,34005,all,353.4208763,667231.9988,in
113,34005,all,150521.5941,19768139.32,in
114,34005,all,4846.123648,1073098.624,in
115,34005,all,649.157166,1228788.307,in
119,34005,all,19691.79566,10741684.74,in
121,34005,all,21546.74037,16392264.03,in
122,34005,all,23913.72108,27212188.77,in
123,34005,all,11708.15887,20273010.4,in
129,34005,all,18933.7556,42415107.04,in
131,34005,all,5137.46443,5980603.766,in
133,34005,all,12388.57172,14630362.02,in
134,34005,all,117.4605791,232845.9832,in
139,34005,all,16718.85499,22594306.12,in
141,34005,all,4287.643978,7612382.29,in
142,34005,all,356011.1219,306466949.3,in
152,34005,all,1966.530002,1471561.7,in
191,34005,all,669.8209483,2167698.891,in
192,34005,all,198.3602721,316328.6924,in
842,34005,all,393.0061452,794196.9244,in
861,34005,all,200.7718102,187965.6449,in
912,34005,all,803.5709271,5766186.341,in
913,34005,all,170.6297157,483367.9113,in
1411,34005,all,8469.83055,1557121.3,in
1421,34005,all,914211.3357,8218759.716,in
1441,34005,all,533051.6485,4104497.595,in
1451,34005,all,8214.709444,421003.8631,in
1471,34005,all,82444.7015,5358905.75,in
1491,34005,all,77454.17771,2801494.117,in
1911,34005,all,31.8950878,1382060.908,in
1929,34005,all,369.81345,4567102.8,in
1931,34005,all,657.4852609,15446763.54,in
1951,34005,all,191.6283139,7812983.557,in
1961,34005,all,25.367262,508820.6066,in
2011,34005,all,11593.40061,37070056.89,in
2012,34005,all,10154.20106,32787013.33,in
2013,34005,all,12783.47413,41367394.19,in
2014,34005,all,6837.325332,3169485.789,in
2015,34005,all,10750.47694,33940355.12,in
2016,34005,all,6016.006977,16749864.95,in
2017,34005,all,15911.19758,45687421.5,in
2021,34005,all,1415.18588,1017010.457,in
2023,34005,all,2680.199941,3818457.492,in
2024,34005,all,3798.925733,4818410.55,in
2025,34005,all,8346.6776,23645811.53,in
2026,34005,all,25327.02942,22413918.2,in
2031,34005,all,3358.330106,1940976.654,in
2032,34005,all,8537.488087,11179704.46,in
2033,34005,all,46258.38755,36620067.13,in
2034,34005,all,10286.84099,8965586.622,in
2035,34005,all,3064.282523,2556522.211,in
2036,34005,all,7319.612702,15444100.78,in
2037,34005,all,15337.82344,15124822.65,in
2038,34005,all,20784.59674,39834268.35,in
2039,34005,all,10102.37702,17653137,in
2041,34005,all,40134.32564,15484638.1,in
2042,34005,all,63175.0271,11462463.56,in
2043,34005,all,21801.05588,29966929.97,in
2044,34005,all,10271.17342,4835714.424,in
2045,34005,all,9340.33016,8988024.794,in
2047,34005,all,34893.03425,12608188.31,in
2051,34005,all,59910.18947,146033178,in
2052,34005,all,9591.779578,22062010.86,in
2061,34005,all,2552.896881,1340289.257,in
2062,34005,all,1923.114624,808432.1766,in
2071,34005,all,13673.85675,32164717.14,in
2082,34005,all,38337.25695,35190492.13,in
2083,34005,all,1469.660973,730893.8947,in
2084,34005,all,15762.71451,32248440.73,in
2085,34005,all,25311.81842,27804405.42,in
2086,34005,all,122194.5854,73708350.82,in
2087,34005,all,6179.41014,9069918.18,in
2091,34005,all,1102.161481,421482.7286,in
2093,34005,all,20775.22655,9444382.015,in
2094,34005,all,690.4882653,2404184.71,in
2095,34005,all,2020.083088,7839236.373,in
2096,34005,all,4031.752449,4162230.761,in
2097,34005,all,13421.61927,5982908.003,in
2098,34005,all,1999.216481,3258747.007,in
2099,34005,all,92284.33384,104637330.3,in
2111,34005,all,1615.447413,33371760.8,in
2121,34005,all,1158.061937,18368613.21,in
2131,34005,all,459.8306038,7289962.956,in
2141,34005,all,1371.011945,12509756.08,in
2211,34005,all,911.9673465,5963161.788,in
2221,34005,all,386.5847728,2241715.828,in
2222,34005,all,230.6250751,1620006.359,in
2231,34005,all,213.6640071,1614562.936,in
2241,34005,all,572.1219794,2446439.348,in
2251,34005,all,195.6059548,2156266.905,in
2271,34005,all,1173.610205,4235099.891,in
2272,34005,all,663.7630724,2395261.079,in
2279,34005,all,642.5412152,2211434.104,in
2281,34005,all,332.3281473,1576453.245,in
2284,34005,all,35.24959191,169049.9019,in
2291,34005,all,273.3212606,1592498.014,in
2292,34005,all,16.3222422,102109.695,in
2293,34005,all,489.6384792,2609973.69,in
2294,34005,all,574.7498205,2322698.028,in
2295,34005,all,218.0727496,1371868.434,in
2296,34005,all,296.9557134,802811.2239,in
2297,34005,all,956.435154,1673322.934,in
2298,34005,all,301.7222815,1817826.37,in
2299,34005,all,1356.742941,7033373.995,in
2311,34005,all,2982.160567,37769928.02,in
2331,34005,all,4718.151305,66210771.22,in
2351,34005,all,5.54161235,58429.5807,in
2352,34005,all,152.7049175,1492348.918,in
2371,34005,all,2.95755494,15703.3483,in
2381,34005,all,128.2066743,1154424.86,in
2384,34005,all,10.14157876,223089.5376,in
2385,34005,all,138.2794375,1678840.085,in
2386,34005,all,12.33332,187273.8489,in
2387,34005,all,5.78622427,16066.96767,in
2389,34005,all,755.6873773,4138603.206,in
2391,34005,all,1086.036752,3669545.08,in
2392,34005,all,3184.523341,13169263.68,in
2393,34005,all,373.7623124,2013327.986,in
2394,34005,all,1190.43991,5954808.919,in
2395,34005,all,494.6971676,2798357.223,in
2396,34005,all,102.3851112,560621.9776,in
2411,34005,all,20627.61183,2568190.092,in
2421,34005,all,68920,7665492.95,in
2429,34005,all,20892.83371,12120892.67,in
2431,34005,all,7142.305202,7962479.432,in
2432,34005,all,10200,7423650,in
2433,34005,all,2247.334978,3428242.516,in
2434,34005,all,4881.296922,21388594.34,in
2439,34005,all,3871.505874,6436737.214,in
2441,34005,all,25536.83131,18607484.68,in
2491,34005,all,10200,4956553.8,in
2492,34005,all,763.4649545,513716.5312,in
2493,34005,all,607.0487804,413249.9357,in
