'OBJECTID','OID','4'
'Shape','Geometry','0'
'Id','Integer','4'
'Type_1','String','254'
'Use','String','254'
'Line','String','254'
'Town_1','String','254'
'Town_2','String','254'
'Cap_1','Double','8'
'Cap_2','String','254'
'Act_1','String','254'
'Owner','String','254'
'Operator_s','String','254'
'Source','String','254'
'Name','String','50'
'Cap_3','String','50'
